"S","ID","Rank1","real","Rank2"
-5.9423714,"PV-005134135896",8078,"not active",
-5.9423676,"PV-005584577353",8079,"not active",1885
-5.9423013,"PV-005125420477",8080,"not active",
-5.942235,"PV-004533632676",8081,"not active",
-5.9422312,"PV-005064171109",8082,"not active",
-5.9422097,"PV-009468781096",8083,"not active",
-5.9422092,"PV-002756773330",8084,"not active",
-5.9421811,"PV-007949131220",8085,"not active",
-5.9421701,"PV-005629360052",8086,"not active",
-5.9421682,"PV-006473553070",8087,"not active",1950
-5.9420624,"PV-007645735057",8089,"not active",
-5.9419103,"PV-008991773502",8090,"not active",
-5.9418597,"PV-005630668174",8092,"not active",
-5.9417872,"PV-009612820656",8093,"not active",2036
-5.9417386,"PV-006044863585",8094,"not active",
-5.9414492,"PV-004576732475",8096,"not active",
-5.9414043,"PV-009615222924",8097,"not active",
-5.9411955,"PV-006404703019",8100,"not active",
-5.941071,"PV-004597282471",8101,"not active",
-5.9410329,"PV-003262820270",8102,"not active",597
-5.9409633,"PV-006162258529",8103,"not active",
-5.9408722,"PV-007135356060",8105,"not active",
-5.9408588,"PV-004214261676",8106,"not active",
-5.9408541,"PV-005152432492",8107,"not active",1207
-5.9407558,"PV-003852372310",8108,"not active",
-5.9406347,"PV-007993122677",8109,"not active",
-5.9405637,"PV-009585651677",8110,"not active",
-5.9404712,"PV-009569331345",8112,"not active",
-5.9404521,"PV-005870557135",8113,"not active",
-5.9403954,"PV-007028335507",8114,"not active",
-5.9403944,"PV-008290286827",8115,"not active",
-5.9403372,"PV-009331161944",8118,"not active",
-5.9402514,"PV-008039878556",8119,"not active",
-5.9402428,"PV-006177810058",8120,"not active",
-5.9400554,"PV-005450085465",8122,"not active",
-5.9399233,"PV-006878702145",8123,"not active",
-5.9398994,"PV-007925127181",8124,"not active",
-5.9397817,"PV-006953056495",8125,"not active",
-5.9397755,"PV-006616169863",8126,"not active",
-5.9397717,"PV-006201730072",8127,"not active",
-5.9394989,"PV-009279756241",8128,"not active",
-5.9393573,"PV-007793055699",8130,"not active",
-5.9391346,"PV-006378079327",8133,"not active",
-5.9391131,"PV-006358332315",8135,"not active",
-5.9390545,"PV-009655957893",8137,"not active",
-5.9389901,"PV-005010184702",8138,"not active",
-5.9389338,"PV-004454825905",8139,"not active",
-5.9388833,"PV-003609986844",8140,"not active",
-5.9386063,"PV-000507102128",8142,"not active",
-5.9385977,"PV-010041523848",8143,"not active",
-5.9385843,"PV-007493877784",8144,"not active",
-5.93858,"PV-003271503675",8145,"not active",
-5.9384742,"PV-009510686070",8146,"not active",1280
-5.9383945,"PV-005594614639",8147,"not active",
-5.9383864,"PV-004841207423",8148,"not active",
-5.9382572,"PV-005978050539",8149,"not active",
-5.938251,"PV-003072102588",8150,"not active",
-5.9381371,"PV-004093037820",8151,"not active",
-5.9379091,"PV-004116051736",8154,"not active",
-5.9378266,"PV-007847474678",8155,"not active",
-5.9377651,"PV-009413361626",8156,"not active",
-5.9377036,"PV-009738487400",8157,"not active",
-5.9376693,"PV-009728009035",8158,"not active",1894
-5.9375758,"PV-006698142322",8159,"not active",
-5.9373293,"PV-003006250414",8160,"not active",
-5.937294,"PV-007115475338",8161,"not active",
-5.9372516,"PV-005186608757",8162,"not active",
-5.9372492,"PV-000233700033",8163,"not active",1612
-5.9371986,"PV-008996893218",8164,"not active",
-5.9371119,"PV-008927062367",8165,"not active",
-5.9369016,"PV-002907162269",8166,"not active",434
-5.9368949,"PV-005784264730",8167,"not active",
-5.9368672,"PV-003968955018",8168,"not active",
-5.936851,"PV-001108322301",8169,"not active",
-5.9368505,"PV-009997010605",8170,"not active",
-5.9367423,"PV-005475866890",8171,"not active",
-5.936657,"PV-004929825485",8172,"not active",
-5.9366388,"PV-009986257294",8173,"not active",
-5.936636,"PV-005993616964",8174,"not active",
-5.9365306,"PV-004041031133",8175,"not active",
-5.9365072,"PV-006602645930",8177,"not active",
-5.9362855,"PV-003666717440",8179,"not active",911
-5.9361744,"PV-009028509801",8180,"not active",
-5.9360728,"PV-005948108847",8182,"not active",
-5.9359298,"PV-004934349238",8183,"not active",
-5.9359193,"PV-005593228343",8184,"not active",1176
-5.9357991,"PV-009512122370",8185,"not active",
-5.9356256,"PV-008087367630",8186,"not active",
-5.9355512,"PV-001138113616",8187,"not active",
-5.9354701,"PV-000556059365",8189,"not active",1163
-5.9353848,"PV-003837913169",8190,"not active",
-5.9353619,"PV-006932915925",8191,"not active",109
-5.9352603,"PV-008021996587",8192,"not active",
-5.9352279,"PV-009784919239",8193,"not active",
-5.9348893,"PV-009582259279",8195,"not active",
-5.9348588,"PV-009837624051",8196,"not active",
-5.9347191,"PV-004567426416",8198,"not active",555
-5.9346576,"PV-008225446627",8199,"not active",
-5.9345098,"PV-010038571398",8200,"not active",
-5.9344902,"PV-009132672877",8201,"not active",
-5.9344797,"PV-003121345229",8202,"not active",
-5.9341836,"PV-001702963889",8206,"not active",
-5.9341755,"PV-009255649601",8207,"not active",
-5.9341092,"PV-004631395311",8208,"not active",
-5.9341083,"PV-009432397036",8209,"not active",
-5.9340897,"PV-005446953808",8210,"not active",
-5.9340363,"PV-005994332888",8212,"not active",
-5.9340138,"PV-009489354426",8213,"not active",
-5.9339199,"PV-009828714552",8214,"not active",
-5.9338598,"PV-006621600966",8215,"not active",
-5.9338589,"PV-009318080249",8216,"not active",
-5.933826,"PV-004585765935",8217,"not active",
-5.9338217,"PV-005775397396",8218,"not active",
-5.9337358,"PV-009578295465",8219,"not active",
-5.9337292,"PV-008471387739",8220,"not active",
-5.9337182,"PV-004083901331",8221,"not active",
-5.9336715,"PV-007555738561",8222,"not active",
-5.9335656,"PV-005508598975",8223,"not active",
-5.9335361,"PV-002763861312",8224,"not active",
-5.9334989,"PV-007483528834",8225,"not active",
-5.9334459,"PV-004431275329",8226,"not active",
-5.9331822,"PV-009672128226",8228,"not active",
-5.9331474,"PV-004771534385",8229,"not active",
-5.9330978,"PV-008872151562",8230,"not active",
-5.9330177,"PV-002469127879",8231,"not active",
-5.9329987,"PV-001339427243",8232,"not active",
-5.932838,"PV-003302615393",8233,"not active",1119
-5.9327345,"PV-006349357892",8234,"not active",1485
-5.9327278,"PV-002941070469",8235,"not active",
-5.9326515,"PV-004922081101",8236,"not active",
-5.9325867,"PV-005448728902",8237,"not active",
-5.9325786,"PV-007276303100",8238,"not active",
-5.9325328,"PV-004702116202",8239,"not active",
-5.932425,"PV-006419713999",8240,"not active",
-5.9322743,"PV-004656487114",8241,"not active",
-5.9322739,"PV-010099721488",8242,"not active",
-5.9320889,"PV-009869905289",8245,"not active",
-5.9317579,"PV-003611920616",8247,"not active",
-5.9317002,"PV-009740199701",8248,"not active",
-5.9316411,"PV-008776254886",8249,"not active",
-5.9315662,"PV-005181204453",8250,"not active",
-5.9314098,"PV-001712196686",8252,"not active",
-5.9314008,"PV-004599807806",8253,"not active",1722
-5.9313159,"PV-004464148265",8254,"not active",
-5.9313087,"PV-003027148656",8255,"not active",
-5.9311938,"PV-009423776191",8256,"not active",
-5.9311004,"PV-005356197522",8258,"not active",
-5.9309773,"PV-003966866651",8259,"not active",
-5.9308405,"PV-004670450573",8260,"not active",
-5.9308219,"PV-006537095624",8261,"not active",
-5.9306159,"PV-005123486716",8262,"not active",
-5.9304886,"PV-003537349706",8263,"not active",
-5.93047,"PV-007235214288",8264,"not active",
-5.9303908,"PV-004787697231",8266,"not active",
-5.9303298,"PV-008825370192",8267,"not active",
-5.930306,"PV-007265761168",8268,"not active",
-5.9302702,"PV-009723070016",8269,"not active",
-5.9302568,"PV-004953849326",8270,"not active",
-5.9302545,"PV-008983937333",8271,"not active",
-5.9301138,"PV-008173304245",8272,"not active",
-5.9300733,"PV-006064832456",8273,"not active",
-5.9300575,"PV-006584716887",8274,"not active",
-5.9300213,"PV-004853735101",8275,"not active",
-5.9300132,"PV-005732828764",8276,"not active",
-5.9299531,"PV-005345493481",8277,"not active",
-5.9298964,"PV-001250998396",8278,"not active",1969
-5.9297466,"PV-009394453494",8279,"not active",240
-5.9297171,"PV-001544914574",8280,"not active",
-5.929657,"PV-005905799071",8281,"not active",
-5.9294481,"PV-005276956855",8283,"not active",
-5.9293017,"PV-004285502837",8285,"not active",1951
-5.9292936,"PV-003026904473",8286,"not active",
-5.929255,"PV-009813096436",8288,"not active",
-5.9291611,"PV-009702295253",8289,"not active",
-5.9290066,"PV-009064856408",8290,"not active",
-5.9289465,"PV-006057959943",8291,"not active",
-5.9284911,"PV-008190473253",8294,"not active",
-5.9284263,"PV-005613192768",8295,"not active",
-5.9284225,"PV-009724344745",8296,"not active",
-5.9282026,"PV-002993356413",8297,"not active",
-5.928195,"PV-005201692898",8298,"not active",
-5.9281392,"PV-004086156937",8299,"not active",
-5.9280267,"PV-006952089257",8300,"not active",
-5.9279962,"PV-003682891232",8301,"not active",
-5.9279928,"PV-004832409129",8302,"not active",
-5.9279923,"PV-006601172159",8303,"not active",
-5.927938,"PV-009426414073",8304,"not active",
-5.9277267,"PV-004548311966",8305,"not active",
-5.9276543,"PV-008932833204",8306,"not active",
-5.9276299,"PV-007023744903",8307,"not active",
-5.9275413,"PV-008914527795",8308,"not active",
-5.9275103,"PV-001706680484",8309,"not active",1328
-5.9274955,"PV-009891499017",8310,"not active",
-5.9273973,"PV-003035259711",8312,"not active",
-5.9272461,"PV-009445935783",8313,"not active",
-5.9270611,"PV-003209030841",8314,"not active",
-5.9269509,"PV-009815149317",8315,"not active",270
-5.926899,"PV-010008705116",8316,"not active",
-5.9268727,"PV-002828858037",8317,"not active",
-5.9268718,"PV-005784555734",8318,"not active",
-5.9268651,"PV-005181459552",8319,"not active",
-5.9267025,"PV-009194788378",8320,"not active",
-5.9266906,"PV-006901205756",8321,"not active",1518
-5.9266562,"PV-006650346283",8322,"not active",
-5.92662,"PV-004919336416",8323,"not active",
-5.9265614,"PV-001591177232",8324,"not active",
-5.9263721,"PV-002879483850",8325,"not active",
-5.9261751,"PV-005198484646",8326,"not active",
-5.9261341,"PV-000347550291",8328,"not active",
-5.9261184,"PV-009698895958",8329,"not active",
-5.9261146,"PV-009385107727",8330,"not active",
-5.9260769,"PV-001423922077",8331,"not active",
-5.9260578,"PV-006434864048",8332,"not active",1465
-5.9259939,"PV-005938448318",8333,"not active",
-5.9257512,"PV-009985878261",8334,"not active",
-5.925746,"PV-008294426687",8335,"not active",
-5.925734,"PV-005391352578",8336,"not active",
-5.9256563,"PV-006612610197",8337,"not active",
-5.9256454,"PV-009988621307",8338,"not active",1921
-5.9255972,"PV-004444259713",8339,"not active",
-5.9254198,"PV-008886110094",8340,"not active",
-5.9253383,"PV-001777408531",8341,"not active",
-5.9252448,"PV-009563756440",8342,"not active",
-5.9251142,"PV-002993931821",8343,"not active",
-5.9250722,"PV-003322044108",8345,"not active",
-5.9248381,"PV-001737514274",8346,"not active",
-5.9248319,"PV-009171434086",8347,"not active",
-5.9247594,"PV-007771728679",8348,"not active",
-5.9246759,"PV-007506159546",8349,"not active",
-5.924572,"PV-003638813264",8352,"not active",943
-5.9245572,"PV-006559473465",8353,"not active",
-5.9244514,"PV-002906176302",8355,"not active",
-5.9243994,"PV-009935608138",8357,"not active",
-5.9243598,"PV-004419380527",8358,"not active",
-5.9243507,"PV-008933202674",8359,"not active",
-5.9241595,"PV-003722336414",8360,"not active",
-5.9240847,"PV-004012469828",8361,"not active",
-5.9240203,"PV-009661431732",8362,"not active",
-5.9239812,"PV-006954288110",8364,"not active",
-5.9239578,"PV-000530517891",8365,"not active",
-5.9239459,"PV-008574552017",8366,"not active",
-5.9238377,"PV-004925777606",8367,"not active",
-5.9237132,"PV-008943538288",8368,"not active",
-5.9236479,"PV-003431533615",8369,"not active",
-5.923552,"PV-005643547254",8370,"not active",
-5.9235234,"PV-009129043153",8371,"not active",
-5.9234633,"PV-005147756043",8372,"not active",
-5.9234548,"PV-009407352496",8373,"not active",
-5.9233847,"PV-002349244841",8374,"not active",
-5.9232421,"PV-004895368664",8375,"not active",
-5.9232306,"PV-006996332322",8376,"not active",
-5.9232211,"PV-006059280997",8377,"not active",
-5.9232087,"PV-009540804673",8378,"not active",
-5.9231997,"PV-007475359925",8380,"not active",
-5.9231439,"PV-005587484734",8381,"not active",1277
-5.9230289,"PV-006700162482",8382,"not active",
-5.9228711,"PV-000535535208",8383,"not active",
-5.9228382,"PV-005981946809",8384,"not active",
-5.9227991,"PV-009808901735",8385,"not active",
-5.9227719,"PV-008606253391",8386,"not active",1656
-5.9227352,"PV-009964873809",8388,"not active",
-5.9227328,"PV-003766756235",8389,"not active",2014
-5.9226909,"PV-005730739391",8390,"not active",
-5.9226866,"PV-009036639900",8391,"not active",
-5.9223256,"PV-007213368331",8394,"not active",
-5.9223027,"PV-003976940948",8395,"not active",
-5.9222207,"PV-004564539972",8396,"not active",
-5.9220967,"PV-005564254950",8397,"not active",445
-5.9219832,"PV-005491838393",8398,"not active",
-5.9219747,"PV-006723650311",8399,"not active",
-5.9218755,"PV-007613494895",8400,"not active",
-5.9218755,"PV-002809425549",8401,"not active",
-5.9216857,"PV-005408411235",8402,"not active",
-5.9216599,"PV-006280334412",8403,"not active",
-5.9216094,"PV-003061645068",8404,"not active",
-5.9215817,"PV-008840977946",8405,"not active",
-5.9215698,"PV-007764612746",8406,"not active",
-5.921494,"PV-009619003298",8407,"not active",1949
-5.9214449,"PV-005672792488",8408,"not active",
-5.921351,"PV-005631433128",8409,"not active",
-5.9213328,"PV-008012572993",8410,"not active",
-5.921052,"PV-009457398960",8411,"not active",
-5.9209676,"PV-007426020550",8412,"not active",
-5.9208455,"PV-003261097984",8413,"not active",
-5.9208341,"PV-004325743758",8414,"not active",
-5.9207721,"PV-009106289799",8415,"not active",
-5.9207263,"PV-003792463816",8416,"not active",
-5.9207139,"PV-006327341952",8417,"not active",
-5.9205537,"PV-003681313405",8418,"not active",1333
-5.9205341,"PV-005770023767",8419,"not active",
-5.9205198,"PV-007684604349",8420,"not active",373
-5.9204979,"PV-007634246895",8421,"not active",
-5.9204149,"PV-003266493870",8423,"not active",
-5.9204149,"PV-008351687181",8424,"not active",
-5.9202886,"PV-003595028222",8425,"not active",
-5.920279,"PV-006236015739",8426,"not active",
-5.9202051,"PV-006712109088",8427,"not active",
-5.9201469,"PV-005678957545",8428,"not active",
-5.9200935,"PV-004877606736",8430,"not active",
-5.920033,"PV-009145325142",8431,"not active",1538
-5.9200263,"PV-009236192813",8432,"not active",443
-5.9200115,"PV-006101023858",8433,"not active",
-5.9198275,"PV-000496646282",8435,"not active",
-5.9197989,"PV-007281686355",8436,"not active",
-5.9197893,"PV-005650632278",8437,"not active",
-5.9195805,"PV-008182505196",8438,"not active",641
-5.9195762,"PV-006203528925",8439,"not active",
-5.9194927,"PV-003203381200",8440,"not active",
-5.9194236,"PV-006520261210",8441,"not active",
-5.9193244,"PV-007363745936",8442,"not active",
-5.9193149,"PV-008731285473",8443,"not active",
-5.9192681,"PV-010077059973",8445,"not active",
-5.9192085,"PV-005945818349",8448,"not active",
-5.9191089,"PV-009016246404",8449,"not active",
-5.9190655,"PV-006684865228",8450,"not active",
-5.9189501,"PV-004891559827",8454,"not active",
-5.9189453,"PV-005645411402",8455,"not active",
-5.9189372,"PV-009668171650",8456,"not active",
-5.9189019,"PV-007014407401",8457,"not active",
-5.9187856,"PV-009475205071",8458,"not active",
-5.9187527,"PV-005158900320",8459,"not active",
-5.9186978,"PV-008835782902",8461,"not active",1955
-5.9186397,"PV-006231380708",8462,"not active",
-5.9184361,"PV-005726772196",8463,"not active",
-5.9184275,"PV-004358310177",8464,"not active",
-5.9183369,"PV-006150349566",8465,"not active",
-5.9182439,"PV-006080505784",8466,"not active",
-5.9182081,"PV-005061851186",8467,"not active",
-5.9180965,"PV-010067199607",8470,"not active",
-5.9179583,"PV-006879629716",8471,"not active",
-5.9179263,"PV-004130196028",8472,"not active",
-5.9176478,"PV-000502569792",8474,"not active",
-5.9175925,"PV-009156217412",8475,"not active",971
-5.9175858,"PV-003005065505",8476,"not active",
-5.9175644,"PV-007393878957",8477,"not active",
-5.9175363,"PV-007918529008",8478,"not active",
-5.91746,"PV-009833027455",8479,"not active",
-5.9173307,"PV-003993638874",8480,"not active",
-5.9173222,"PV-002208799938",8481,"not active",
-5.9171314,"PV-002392250062",8482,"not active",
-5.9170909,"PV-008167007385",8483,"not active",
-5.9170446,"PV-006521948677",8484,"not active",
-5.916995,"PV-004972366649",8486,"not active",1315
-5.916924,"PV-004559821207",8487,"not active",579
-5.9168496,"PV-006625577448",8488,"not active",
-5.916759,"PV-005162197416",8489,"not active",
-5.9167142,"PV-005684876003",8490,"not active",
-5.9166794,"PV-007108090196",8491,"not active",
-5.9166594,"PV-006770955353",8493,"not active",
-5.9165864,"PV-006231952946",8494,"not active",
-5.9165545,"PV-009681980474",8495,"not active",
-5.916368,"PV-006027559613",8497,"not active",
-5.9163232,"PV-003211304993",8498,"not active",
-5.9163051,"PV-007096159003",8499,"not active",
-5.9162335,"PV-007156955995",8500,"not active",
-5.9161663,"PV-004286859666",8501,"not active",
-5.9161482,"PV-005474772214",8503,"not active",
-5.9161482,"PV-004738535718",8504,"not active",480
-5.9161024,"PV-008763247146",8505,"not active",
-5.9159412,"PV-009195924927",8506,"not active",
-5.9158916,"PV-008066557536",8507,"not active",
-5.9158516,"PV-002181416513",8509,"not active",
-5.9158182,"PV-010021805424",8510,"not active",
-5.9157705,"PV-000571748635",8511,"not active",
-5.9157009,"PV-000590952568",8512,"not active",896
-5.9155798,"PV-009851278243",8513,"not active",1838
-5.9155507,"PV-008764358894",8514,"not active",
-5.9155455,"PV-009572994070",8515,"not active",
-5.9155397,"PV-009308921399",8516,"not active",
-5.9154954,"PV-005412943691",8518,"not active",
-5.9153962,"PV-001675299811",8520,"not active",
-5.915246,"PV-005147002929",8522,"not active",1542
-5.9151645,"PV-003767700031",8523,"not active",
-5.9149218,"PV-001477023801",8524,"not active",
-5.9148564,"PV-007279585171",8526,"not active",
-5.9148054,"PV-009723552285",8527,"not active",
-5.9147973,"PV-009006423134",8528,"not active",
-5.9147711,"PV-007052904902",8529,"not active",
-5.9147635,"PV-004158917412",8530,"not active",
-5.9147301,"PV-004621819850",8531,"not active",
-5.9146562,"PV-007935928242",8532,"not active",1846
-5.9145498,"PV-006041267936",8534,"not active",
-5.9145327,"PV-005340688461",8535,"not active",
-5.9145136,"PV-005844632956",8536,"not active",
-5.9143329,"PV-009369596486",8537,"not active",
-5.9142704,"PV-009417908176",8538,"not active",1666
-5.9142151,"PV-009043153330",8539,"not active",1848
-5.9141989,"PV-004053288661",8540,"not active",
-5.9141297,"PV-007456170588",8541,"not active",
-5.9140277,"PV-009133969214",8542,"not active",
-5.9140048,"PV-009910004418",8543,"not active",
-5.9139724,"PV-009068794589",8544,"not active",
-5.9138894,"PV-007471015509",8545,"not active",
-5.9138007,"PV-000239707713",8546,"not active",
-5.9137969,"PV-003778938820",8547,"not active",
-5.9136825,"PV-007555778635",8548,"not active",
-5.9136648,"PV-003152975360",8549,"not active",
-5.9132848,"PV-003352984017",8550,"not active",
-5.9131637,"PV-009523491329",8551,"not active",
-5.9131417,"PV-006177150381",8553,"not active",
-5.9131112,"PV-003311050397",8554,"not active",
-5.9131098,"PV-003368105131",8555,"not active",
-5.9130902,"PV-010081964785",8556,"not active",
-5.9130368,"PV-004694211817",8557,"not active",
-5.9129529,"PV-005735181967",8558,"not active",
-5.9128695,"PV-005057977353",8560,"not active",
-5.912816,"PV-009678802767",8561,"not active",
-5.9127769,"PV-002995905563",8562,"not active",
-5.9127598,"PV-009694005913",8564,"not active",
-5.9126492,"PV-007322258658",8565,"not active",
-5.912549,"PV-004884348000",8566,"not active",
-5.9124708,"PV-000253441648",8567,"not active",
-5.9122825,"PV-001542364283",8571,"not active",
-5.9122534,"PV-007082826359",8572,"not active",
-5.9121766,"PV-005628043497",8573,"not active",
-5.9120593,"PV-005676916184",8574,"not active",1480
-5.9120317,"PV-005331519850",8575,"not active",
-5.9119544,"PV-003665148247",8576,"not active",
-5.9117846,"PV-004114833870",8578,"not active",
-5.911674,"PV-009908558995",8579,"not active",
-5.9116387,"PV-009834404257",8580,"not active",
-5.9114881,"PV-000515900105",8581,"not active",
-5.9113941,"PV-004436734719",8583,"not active",
-5.9112396,"PV-008155186534",8584,"not active",660
-5.9110937,"PV-004974000353",8585,"not active",
-5.9110856,"PV-010064075713",8586,"not active",
-5.910934,"PV-003111397953",8587,"not active",
-5.910799,"PV-009389174238",8590,"not active",
-5.9107208,"PV-008729995205",8591,"not active",
-5.9105234,"PV-003839932478",8592,"not active",
-5.9102845,"PV-009549431362",8595,"not active",
-5.9102817,"PV-001084846147",8597,"not active",
-5.9102693,"PV-006646790480",8598,"not active",1387
-5.9102063,"PV-005086965758",8600,"not active",
-5.9101501,"PV-006600276004",8602,"not active",
-5.9100246,"PV-004225850173",8603,"not active",
-5.9099512,"PV-006284267695",8604,"not active",
-5.9096446,"PV-006436152482",8605,"not active",
-5.9096122,"PV-005543536971",8607,"not active",
-5.9094696,"PV-008974623715",8609,"not active",
-5.9094515,"PV-007086640298",8610,"not active",
-5.909358,"PV-009283561267",8611,"not active",
-5.9093461,"PV-005637717459",8612,"not active",
-5.9092321,"PV-008017979784",8613,"not active",
-5.9090147,"PV-008701580272",8614,"not active",
-5.9089704,"PV-009818472047",8615,"not active",
-5.9088969,"PV-004325481954",8616,"not active",
-5.9088306,"PV-009005375039",8617,"not active",
-5.9088259,"PV-009037259333",8618,"not active",
-5.9086952,"PV-003162698118",8620,"not active",
-5.9086261,"PV-004363639428",8621,"not active",
-5.9085817,"PV-005906247831",8622,"not active",
-5.9085221,"PV-007589617715",8624,"not active",
-5.9084959,"PV-002436932595",8625,"not active",
-5.9084616,"PV-007725661083",8626,"not active",
-5.9084044,"PV-005397858298",8627,"not active",
-5.9083476,"PV-008301129470",8628,"not active",
-5.9082446,"PV-004716805423",8629,"not active",
-5.9079266,"PV-000574760271",8631,"not active",
-5.9078836,"PV-008588075166",8632,"not active",
-5.907721,"PV-006533123928",8633,"not active",
-5.9073176,"PV-004172137137",8634,"not active",
-5.90728,"PV-000576992968",8635,"not active",
-5.9072313,"PV-008286482715",8636,"not active",
-5.907217,"PV-009778053818",8637,"not active",
-5.9071565,"PV-003870694593",8638,"not active",
-5.9070125,"PV-004595265194",8639,"not active",
-5.9070067,"PV-004363064721",8640,"not active",15
-5.9069333,"PV-006020411137",8641,"not active",1060
-5.906837,"PV-005723435600",8642,"not active",
-5.9067483,"PV-005033081786",8643,"not active",
-5.9066772,"PV-006652953332",8644,"not active",
-5.9066291,"PV-008943078543",8645,"not active",
-5.9066005,"PV-005797501587",8647,"not active",
-5.9065881,"PV-003835879170",8648,"not active",
-5.9064875,"PV-009113155324",8649,"not active",1948
-5.9064455,"PV-008645941544",8650,"not active",
-5.9064384,"PV-006108945372",8651,"not active",
-5.9063449,"PV-009237061058",8652,"not active",
-5.9062495,"PV-003930407867",8653,"not active",
-5.9059377,"PV-007458473854",8654,"not active",
-5.9059072,"PV-008244224663",8655,"not active",1141
-5.9058642,"PV-001644785739",8656,"not active",
-5.9057217,"PV-009698893895",8658,"not active",
-5.9055967,"PV-003269724111",8660,"not active",
-5.905571,"PV-008188658644",8661,"not active",
-5.905406,"PV-004406789083",8664,"not active",1010
-5.9053578,"PV-003387864454",8665,"not active",
-5.9053173,"PV-003617970939",8666,"not active",923
-5.9053102,"PV-005566781674",8667,"not active",
-5.9052792,"PV-007527870048",8668,"not active",
-5.9052701,"PV-004063234041",8669,"not active",
-5.9052391,"PV-009774225884",8670,"not active",
-5.9052014,"PV-006310254989",8671,"not active",
-5.9051156,"PV-005919017471",8673,"not active",169
-5.9050269,"PV-005642632462",8674,"not active",
-5.9049578,"PV-007918236232",8675,"not active",
-5.9049449,"PV-000514235127",8676,"not active",
-5.9048142,"PV-006137546878",8678,"not active",
-5.9046121,"PV-007263087145",8679,"not active",
-5.9045653,"PV-003814910214",8680,"not active",
-5.9044013,"PV-004363637731",8681,"not active",1162
-5.9043508,"PV-005655708034",8682,"not active",
-5.9042916,"PV-007964724604",8683,"not active",
-5.9042845,"PV-004349871357",8684,"not active",
-5.9042277,"PV-005182536358",8685,"not active",
-5.9042029,"PV-004966061896",8686,"not active",
-5.9040565,"PV-005954779876",8687,"not active",
-5.9040174,"PV-005875688532",8688,"not active",1537
-5.9039259,"PV-009181766280",8689,"not active",690
-5.9038124,"PV-007605621806",8690,"not active",
-5.9038,"PV-005361874513",8691,"not active",
-5.9037833,"PV-004849376478",8692,"not active",1043
-5.9037352,"PV-005280439474",8694,"not active",
-5.9036913,"PV-006941115273",8695,"not active",
-5.9036212,"PV-003337518347",8697,"not active",
-5.9035931,"PV-005344636026",8698,"not active",
-5.9034858,"PV-007132893577",8699,"not active",
-5.9033437,"PV-000499665109",8701,"not active",
-5.9033399,"PV-003808594752",8702,"not active",1320
-5.9031882,"PV-006316953469",8703,"not active",
-5.9031854,"PV-006985301890",8704,"not active",
-5.9031792,"PV-004343052884",8705,"not active",
-5.9031534,"PV-006468068794",8706,"not active",
-5.9030552,"PV-010095305381",8707,"not active",
-5.9030266,"PV-005847063810",8709,"not active",
-5.9029326,"PV-000520046468",8710,"not active",
-5.9028325,"PV-005256528659",8711,"not active",
-5.9027619,"PV-003999139232",8713,"not active",
-5.902729,"PV-005225275239",8714,"not active",1918
-5.9026489,"PV-001382006648",8715,"not active",
-5.9025207,"PV-006281599630",8716,"not active",
-5.9023504,"PV-009120226302",8717,"not active",
-5.9022331,"PV-008722335536",8718,"not active",
-5.902216,"PV-008940030304",8719,"not active",
-5.9021797,"PV-009723423210",8720,"not active",
-5.902133,"PV-004214078625",8721,"not active",
-5.9021273,"PV-005126557325",8722,"not active",
-5.9018741,"PV-006945321417",8723,"not active",977
-5.901813,"PV-008952353390",8724,"not active",
-5.9017167,"PV-007041999489",8725,"not active",
-5.9013104,"PV-005020383115",8726,"not active",
-5.9011703,"PV-005526550537",8728,"not active",
-5.9011436,"PV-003338607076",8729,"not active",
-5.9008722,"PV-004786501596",8730,"not active",
-5.900867,"PV-009190913968",8731,"not active",1158
-5.9008436,"PV-009374440425",8732,"not active",
-5.9007382,"PV-009443738043",8733,"not active",
-5.9006858,"PV-004778477048",8735,"not active",
-5.9006386,"PV-008730858467",8736,"not active",
-5.9005423,"PV-008521692557",8738,"not active",
-5.9004674,"PV-004166639764",8739,"not active",
-5.9004469,"PV-009046683416",8740,"not active",
-5.9003339,"PV-009821865951",8741,"not active",
-5.9001536,"PV-001696632935",8742,"not active",
-5.9001174,"PV-000481204154",8743,"not active",
-5.8999281,"PV-002960381727",8744,"not active",
-5.8999181,"PV-003842452379",8745,"not active",
-5.8999043,"PV-004544468524",8746,"not active",
-5.8997512,"PV-004635249342",8747,"not active",
-5.8997469,"PV-009683232586",8748,"not active",
-5.8996749,"PV-004442039547",8749,"not active",
-5.8996463,"PV-004582496984",8750,"not active",
-5.8995461,"PV-008759377825",8751,"not active",1506
-5.8993974,"PV-000420428714",8752,"not active",38
-5.8991737,"PV-009860915309",8753,"not active",
-5.8991261,"PV-006078411398",8754,"not active",
-5.8989468,"PV-004180443169",8755,"not active",
-5.8989215,"PV-005155173179",8756,"not active",
-5.8989158,"PV-004829183740",8757,"not active",
-5.8988934,"PV-004019966769",8758,"not active",
-5.89887,"PV-003482068597",8759,"not active",
-5.898849,"PV-006054991516",8760,"not active",
-5.8986979,"PV-004410307816",8763,"not active",
-5.8986907,"PV-005736034820",8764,"not active",
-5.8986716,"PV-005515031883",8765,"not active",1364
-5.8984971,"PV-008495788938",8767,"not active",
-5.8984938,"PV-008823444996",8768,"not active",
-5.8984408,"PV-006450735333",8769,"not active",
-5.8983645,"PV-004111505219",8770,"not active",
