"S","ID","Rank1","real","Rank2"
-6.7092557,"PV-003675444268",346,"not active",
-6.7087874,"PV-004065570916",347,"not active",657
-6.708787,"PV-007537064781",348,"not active",
-6.7087197,"PV-008844675104",349,"not active",
-6.7085724,"PV-007660090207",350,"not active",
-6.7080226,"PV-006443005050",351,"not active",
-6.7079763,"PV-007608425443",352,"not active",
-6.7078309,"PV-009304591278",353,"not active",
-6.7078261,"PV-009554259055",354,"not active",138
-6.7077489,"PV-004905436736",355,"not active",428
-6.7066107,"PV-007345488914",357,"not active",
-6.7062759,"PV-004243872978",358,"not active",
-6.7059445,"PV-009038088780",359,"not active",
-6.7057104,"PV-007842396323",360,"not active",
-6.7055731,"PV-006761395749",361,"not active",
-6.7045064,"PV-007517194356",362,"not active",
-6.7044306,"PV-007708703879",363,"not active",
-6.7034411,"PV-009192191951",364,"not active",816
-6.7027726,"PV-005601900899",365,"not active",
-6.7024302,"PV-003754841304",366,"not active",
-6.7021294,"PV-009675211064",367,"not active",
-6.7014112,"PV-004721498495",368,"not active",67
-6.7012782,"PV-004327231514",369,"not active",
-6.7012539,"PV-009815181770",370,"not active",
-6.7000499,"PV-006937983343",371,"not active",
-6.6997743,"PV-006098366249",372,"not active",556
-6.6996641,"PV-009669242663",373,"not active",
-6.6990223,"PV-005872427398",374,"not active",
-6.6988916,"PV-005725539119",375,"not active",
-6.6985154,"PV-004944990992",376,"not active",91
-6.6982155,"PV-009761206074",377,"not active",
-6.6980438,"PV-008910763187",378,"not active",
-6.697845,"PV-004674482121",379,"not active",
-6.6977167,"PV-003115691893",380,"not active",
-6.6961532,"PV-005310820807",381,"not active",174
-6.6960325,"PV-009358969026",382,"not active",
-6.695148,"PV-003264437588",383,"not active",
-6.6949215,"PV-007424541623",384,"not active",
-6.6948161,"PV-004777361519",385,"not active",
-6.6943226,"PV-006622557095",386,"not active",
-6.6940637,"PV-006492198952",387,"not active",
-6.693778,"PV-005664702031",388,"not active",
-6.6929951,"PV-007405093817",389,"not active",
-6.692461,"PV-004050472102",391,"not active",
-6.6920514,"PV-005668501425",392,"not active",
-6.6920342,"PV-005770265456",393,"not active",
-6.6918368,"PV-008401515076",394,"not active",
-6.6912556,"PV-004155202435",395,"not active",
-6.6910706,"PV-005236272472",396,"not active",
-6.6902785,"PV-007341506041",397,"not active",
-6.6898961,"PV-007379450752",398,"not active",
-6.6898136,"PV-010096924963",399,"not active",564
-6.6893096,"PV-006475984327",400,"not active",1084
-6.6892853,"PV-009034970048",401,"not active",
-6.6876812,"PV-004229752582",402,"not active",
-6.6876087,"PV-009299051319",403,"not active",
-6.687561,"PV-003937414062",404,"not active",144
-6.6870584,"PV-009296682778",405,"not active",
-6.6868277,"PV-009842256004",406,"not active",
-6.6866894,"PV-006042578253",407,"not active",
-6.6860533,"PV-006168213467",408,"not active",
-6.6860166,"PV-005953537887",409,"not active",
-6.6858373,"PV-009675754358",410,"not active",
-6.6851602,"PV-006437602037",412,"not active",
-6.6848259,"PV-007778649004",413,"not active",
-6.6841846,"PV-007699347888",414,"not active",
-6.684165,"PV-006616079954",415,"not active",
-6.684063,"PV-006562844196",416,"not active",
-6.6833134,"PV-008898916578",418,"not active",
-6.6832719,"PV-004979358859",419,"not active",
-6.6830258,"PV-008269698141",420,"not active",
-6.6823945,"PV-008729564757",422,"not active",
-6.6819396,"PV-005131523864",423,"not active",
-6.6814885,"PV-009044973601",424,"not active",
-6.681469,"PV-004940681308",426,"not active",839
-6.6812363,"PV-009610521737",427,"not active",
-6.6804447,"PV-004449718285",428,"not active",
-6.6797071,"PV-009983284668",429,"not active",
-6.6789498,"PV-009459330118",430,"not active",
-6.6788816,"PV-004089364731",431,"not active",1704
-6.6785407,"PV-007842264507",433,"not active",
-6.6781158,"PV-009641645227",434,"not active",892
-6.6776218,"PV-006681604220",435,"not active",3
-6.6755157,"PV-005683827667",436,"not active",
-6.6750455,"PV-001637724049",437,"not active",
-6.6747594,"PV-008994823295",438,"not active",
-6.6747289,"PV-006122514047",439,"not active",
-6.6743507,"PV-008989477205",440,"not active",
-6.67413,"PV-005534150502",441,"not active",
-6.6735654,"PV-003141376210",442,"not active",827
-6.6731224,"PV-008109138879",443,"not active",
-6.6721663,"PV-004808084060",444,"not active",
-6.6719875,"PV-006345621658",445,"not active",557
-6.6713758,"PV-003433851078",446,"not active",
-6.6708817,"PV-009197980799",447,"not active",
-6.6701355,"PV-008449793123",448,"not active",
-6.6694498,"PV-008622924299",449,"not active",
-6.6692533,"PV-005570170024",451,"not active",
-6.6683297,"PV-000447654296",452,"not active",46
-6.667129,"PV-009494189048",453,"not active",190
-6.6669455,"PV-005185601673",454,"not active",
-6.6661472,"PV-000588443065",456,"not active",
-6.6658196,"PV-008213563545",457,"not active",
-6.6656814,"PV-009404357757",458,"not active",
-6.6653438,"PV-009380988438",459,"not active",
-6.6651683,"PV-005646829522",460,"not active",
-6.6650338,"PV-002666470729",462,"not active",
-6.6646523,"PV-001365746120",463,"not active",37
-6.6645036,"PV-004067272591",464,"not active",
-6.6639938,"PV-008307654626",467,"not active",
-6.6639528,"PV-006458134932",468,"not active",
-6.6631827,"PV-006940869843",469,"not active",
-6.6628151,"PV-006200122926",471,"not active",
-6.6618576,"PV-000547155569",472,"not active",
-6.6614442,"PV-007709553891",473,"not active",
-6.6613898,"PV-005552911917",474,"not active",1415
-6.6605868,"PV-009059225970",475,"not active",
-6.660275,"PV-003095292631",476,"not active",
-6.6601768,"PV-009322607734",477,"not active",
-6.6599245,"PV-006771475624",478,"not active",
-6.6596527,"PV-004154651098",480,"not active",1798
-6.6595254,"PV-005421096416",481,"not active",
-6.659205,"PV-008744648883",482,"not active",
-6.6590762,"PV-005517590730",483,"not active",
-6.6589565,"PV-004872067027",484,"not active",365
-6.6588302,"PV-007117992569",485,"not active",32
-6.6584563,"PV-006872862547",486,"not active",1082
-6.657886,"PV-010047170335",488,"not active",
-6.6577678,"PV-004686787338",489,"not active",
-6.6577597,"PV-004339504358",490,"not active",
-6.6576514,"PV-007849202490",491,"not active",
-6.6567335,"PV-007357946230",492,"not active",
-6.6564832,"PV-006835469649",493,"not active",291
-6.6554728,"PV-009470951463",494,"not active",
-6.6551123,"PV-009087907178",495,"not active",
-6.6544905,"PV-008893077967",496,"not active",1558
-6.6544285,"PV-006485949484",497,"not active",
-6.6528745,"PV-004625209500",499,"not active",
-6.6527033,"PV-005446914555",500,"not active",
-6.6512146,"PV-007465082913",501,"not active",
-6.6504984,"PV-009402272126",502,"not active",
-6.6503477,"PV-004959251173",503,"not active",1236
-6.6500607,"PV-008970733922",504,"not active",508
-6.6500549,"PV-004492889618",505,"not active",1825
-6.6498818,"PV-009304685999",506,"not active",4
-6.6496425,"PV-009708064037",507,"not active",651
-6.6493611,"PV-008739540031",508,"not active",1583
-6.6490421,"PV-009464996178",509,"not active",
-6.6489978,"PV-007329983535",510,"not active",
-6.6482987,"PV-007912961720",511,"not active",
-6.6473947,"PV-007720242191",512,"not active",
-6.6472239,"PV-003180534488",513,"not active",
-6.6456275,"PV-009954252797",514,"not active",
-6.645205,"PV-009060390019",516,"not active",
-6.6448393,"PV-008253992796",517,"not active",
-6.6444283,"PV-008083485599",518,"not active",
-6.6426983,"PV-003078898681",520,"not active",
-6.6424208,"PV-006125507479",521,"not active",2003
-6.6418252,"PV-001540262194",522,"not active",
-6.6415124,"PV-007450650856",523,"not active",
-6.6400332,"PV-000415531857",524,"not active",1747
-6.6396365,"PV-009466749533",525,"not active",
-6.6394839,"PV-007530023724",526,"not active",
-6.639318,"PV-004223018301",527,"not active",
-6.6390667,"PV-006549190937",528,"not active",36
-6.6384754,"PV-009212962647",529,"not active",
-6.6377997,"PV-004702786545",530,"not active",
-6.6377068,"PV-000461013475",531,"not active",
-6.6376538,"PV-008508892005",532,"not active",
-6.6373248,"PV-005203731616",533,"not active",
-6.6370497,"PV-009704231039",534,"not active",131
-6.6364994,"PV-004915240059",535,"not active",1086
-6.636446,"PV-001709855805",536,"not active",
-6.6360335,"PV-007833943977",538,"not active",
-6.6355491,"PV-007419723066",540,"not active",
-6.6352272,"PV-007842822040",541,"not active",
-6.6349659,"PV-006116719610",542,"not active",343
-6.634635,"PV-004641969098",543,"not active",1360
-6.6343827,"PV-008039520597",544,"not active",
-6.6341538,"PV-003767984414",545,"not active",
-6.6336875,"PV-006304135114",546,"not active",
-6.6335506,"PV-005531576094",547,"not active",
-6.6333113,"PV-005182086786",548,"not active",
-6.6332822,"PV-006461027485",549,"not active",195
-6.6332273,"PV-004044357890",550,"not active",
-6.6330976,"PV-008757378287",551,"not active",
-6.6330738,"PV-001352163665",552,"not active",
-6.6328239,"PV-009197601023",553,"not active",92
-6.6328197,"PV-003980739904",554,"not active",
-6.6323719,"PV-003619197628",555,"not active",
-6.6322384,"PV-010034374051",556,"not active",
-6.6319733,"PV-005036635747",557,"not active",
-6.6307344,"PV-005048867652",558,"not active",22
-6.6296196,"PV-009045113605",560,"not active",
-6.6289139,"PV-005601261654",561,"not active",
-6.628829,"PV-005295120364",562,"not active",72
-6.6286364,"PV-004857648272",563,"not active",
-6.6271296,"PV-006162260293",565,"not active",60
-6.6268511,"PV-006465312154",566,"not active",
-6.6256909,"PV-008991724824",568,"not active",
-6.6256618,"PV-004060695080",569,"not active",
-6.6252279,"PV-008336855892",570,"not active",
-6.6250801,"PV-009127138656",571,"not active",
-6.6241517,"PV-009320760242",572,"not active",
-6.6236882,"PV-009111838678",573,"not active",
-6.6234822,"PV-007597174040",574,"not active",
-6.6231666,"PV-008671591036",575,"not active",
-6.6230578,"PV-004557901457",576,"not active",78
-6.6225529,"PV-007129145935",577,"not active",
-6.6223178,"PV-007702641812",578,"not active",
-6.6222744,"PV-009183589685",579,"not active",
-6.6222305,"PV-008822566026",580,"not active",
-6.6217451,"PV-009407888180",581,"not active",
-6.6214809,"PV-008235200876",582,"not active",
-6.6206317,"PV-004763584538",584,"not active",
-6.6204538,"PV-003354209831",585,"not active",
-6.6201243,"PV-003389537845",586,"not active",
-6.6196308,"PV-000479848034",587,"not active",148
-6.6195049,"PV-004149280584",589,"not active",250
-6.619379,"PV-004293600675",590,"not active",
-6.6187477,"PV-005576631377",591,"not active",
-6.6184373,"PV-003639218794",592,"not active",
-6.618094,"PV-007056837962",593,"not active",
-6.6174755,"PV-008150825317",594,"not active",
-6.6171851,"PV-004297538348",595,"not active",1839
-6.6171422,"PV-006678751397",596,"not active",
-6.6164956,"PV-003816473608",597,"not active",
-6.6163731,"PV-009227123706",598,"not active",
-6.6160626,"PV-001745360606",600,"not active",81
-6.6159606,"PV-009999103200",601,"not active",29
-6.615696,"PV-006990449236",602,"not active",
-6.615469,"PV-004485203106",603,"not active",
-6.615191,"PV-009444639886",604,"not active",
-6.6151161,"PV-000440995077",605,"not active",2035
-6.6148582,"PV-000508394604",607,"not active",182
-6.6145053,"PV-004153441392",608,"not active",11
-6.614172,"PV-004822109665",610,"not active",
-6.6139288,"PV-004375752569",611,"not active",
-6.6138182,"PV-008935978652",612,"not active",
-6.6135607,"PV-005593915725",613,"not active",
-6.6133966,"PV-004927247448",614,"not active",
-6.613287,"PV-009999213899",615,"not active",
-6.6132131,"PV-006463689321",616,"not active",
-6.6129341,"PV-009628193095",617,"not active",
-6.6123261,"PV-006434739616",618,"not active",
-6.6121049,"PV-004575578098",619,"not active",
-6.6120877,"PV-008819356237",620,"not active",
-6.6119933,"PV-005241382601",621,"not active",
-6.6112537,"PV-009127781791",622,"not active",1659
-6.611042,"PV-005204270389",623,"not active",
-6.6108646,"PV-009137137954",624,"not active",
-6.6104794,"PV-009531834784",625,"not active",
-6.610364,"PV-005474658769",626,"not active",1098
-6.610302,"PV-005547780680",627,"not active",
-6.6101346,"PV-004958005988",628,"not active",
-6.610106,"PV-004827823975",629,"not active",
-6.6090617,"PV-009655387182",630,"not active",
-6.6085134,"PV-004964730316",631,"not active",
-6.6079273,"PV-005768430958",632,"not active",
-6.6076956,"PV-004528184554",633,"not active",
-6.6074543,"PV-006669703935",634,"not active",
-6.6070251,"PV-002712525769",635,"not active",
-6.606946,"PV-005173724905",636,"not active",
-6.6061063,"PV-004183135973",637,"not active",
-6.6057391,"PV-005139034325",638,"not active",
-6.6055861,"PV-009130656056",639,"not active",
-6.6054559,"PV-004794196306",640,"not active",
-6.605062,"PV-010018498159",641,"not active",878
-6.6048808,"PV-009018398367",642,"not active",
-6.6047559,"PV-009547493704",643,"not active",
-6.6046443,"PV-004629842003",644,"not active",119
-6.6043735,"PV-003961385490",646,"not active",
-6.6042509,"PV-006314192471",647,"not active",
-6.6041393,"PV-004494064378",648,"not active",
-6.60355,"PV-009319181284",649,"not active",306
-6.6028833,"PV-003156227664",650,"not active",
-6.602025,"PV-009754636182",651,"not active",
-6.6015453,"PV-001452854476",653,"not active",
-6.6013703,"PV-009559497419",654,"not active",1942
-6.6009464,"PV-007695642144",656,"not active",667
-6.6006875,"PV-006406254239",658,"not active",
-6.6006632,"PV-007197521604",659,"not active",2005
-6.6002526,"PV-005298057052",661,"not active",681
-6.6002417,"PV-005847181845",662,"not active",
-6.599534,"PV-007638480446",663,"not active",
-6.5986929,"PV-007301860619",664,"not active",
-6.5983267,"PV-010028056042",665,"not active",
-6.598289,"PV-009682819464",666,"not active",
-6.5979257,"PV-005329459484",667,"not active",
-6.5973825,"PV-008709752146",668,"not active",
-6.596736,"PV-008978873370",670,"not active",
-6.5966873,"PV-008785266277",671,"not active",
-6.5966802,"PV-009669842092",672,"not active",
-6.5965981,"PV-008638321562",673,"not active",
-6.5965328,"PV-005809891243",674,"not active",
-6.5964279,"PV-004736118317",675,"not active",
-6.5955429,"PV-000332718831",677,"not active",
-6.5955076,"PV-008701765724",678,"not active",
-6.5953989,"PV-006026132680",679,"not active",
-6.5952711,"PV-003915726495",680,"not active",
-6.5948014,"PV-004367380513",681,"not active",
-6.5944967,"PV-008208635985",682,"not active",
-6.5943522,"PV-009766741592",683,"not active",655
-6.5940871,"PV-001248545197",684,"not active",
-6.5937099,"PV-009248175522",685,"not active",
-6.5934482,"PV-003484655397",687,"not active",1371
-6.5932102,"PV-004819212231",688,"not active",
-6.5930457,"PV-008384075426",690,"not active",
-6.5926003,"PV-007780449044",691,"not active",
-6.5924106,"PV-010024596379",692,"not active",
-6.5923767,"PV-006235362641",693,"not active",
-6.5922885,"PV-009422454203",694,"not active",
-6.5922379,"PV-006951374480",695,"not active",
-6.5921693,"PV-002931710976",696,"not active",
-6.5917492,"PV-007269390122",697,"not active",
-6.5913906,"PV-006459216742",698,"not active",
-6.5913291,"PV-009149568804",699,"not active",
-6.5908747,"PV-008789376370",700,"not active",
-6.5901308,"PV-008169712859",701,"not active",
-6.5898962,"PV-001679351119",702,"not active",1993
-6.5898948,"PV-007591512328",703,"not active",890
-6.5897593,"PV-009825880838",704,"not active",
-6.5896392,"PV-007830382373",705,"not active",
-6.5895391,"PV-009171013436",706,"not active",41
-6.5894604,"PV-009799898438",707,"not active",
-6.5894151,"PV-004367916758",708,"not active",
-6.5893683,"PV-006268581185",709,"not active",
-6.5890417,"PV-002925716487",710,"not active",
-6.5888634,"PV-006611391943",712,"not active",
-6.5887871,"PV-004890579054",713,"not active",
-6.5883656,"PV-006236297837",714,"not active",40
-6.5880737,"PV-003636817362",715,"not active",
-6.5876498,"PV-009516569946",716,"not active",
-6.5871825,"PV-005204967972",717,"not active",
-6.5870371,"PV-009055866438",718,"not active",
-6.586781,"PV-009094593965",719,"not active",
-6.5864911,"PV-004381475554",720,"not active",1013
-6.586453,"PV-008167869633",721,"not active",
-6.5864091,"PV-006501083417",722,"not active",
-6.585206,"PV-009777714985",724,"not active",125
-6.5848866,"PV-008453497531",726,"not active",1198
-6.5847864,"PV-006816430956",727,"not active",
-6.584785,"PV-008334207930",728,"not active",
-6.5847349,"PV-009366724683",729,"not active",
-6.5846267,"PV-005738969100",730,"not active",
-6.5840902,"PV-008163085390",731,"not active",
-6.5834098,"PV-004079136547",732,"not active",
-6.5833387,"PV-004955512955",734,"not active",
-6.5827007,"PV-002683540193",735,"not active",1160
-6.5820642,"PV-006265691730",736,"not active",
-6.5818939,"PV-009506461816",737,"not active",
-6.5817509,"PV-005402684445",738,"not active",
-6.5816979,"PV-008321804830",739,"not active",
-6.5816445,"PV-005406390569",740,"not active",
-6.5814648,"PV-007504446495",741,"not active",
-6.5814443,"PV-009399287130",742,"not active",
-6.580883,"PV-005531516294",743,"not active",
-6.5807886,"PV-009002821794",744,"not active",
-6.5807114,"PV-009807882187",745,"not active",
-6.5802212,"PV-006560330255",746,"not active",
-6.5799117,"PV-006215504654",747,"not active",
-6.5797572,"PV-006096825040",748,"not active",
-6.5793738,"PV-006420348076",749,"not active",633
-6.5790944,"PV-003277204200",750,"not active",
-6.5788608,"PV-009884965514",751,"not active",
-6.5781217,"PV-003396373077",753,"not active",258
-6.5781169,"PV-005640744650",754,"not active",
-6.5778418,"PV-009875509530",755,"not active",
-6.5770493,"PV-008477609859",756,"not active",605
-6.576983,"PV-004390918902",757,"not active",1527
-6.5769682,"PV-006686154270",758,"not active",
-6.5766053,"PV-008623300088",759,"not active",
-6.5765491,"PV-007628619260",760,"not active",
-6.5762358,"PV-000267777472",761,"not active",
-6.5758157,"PV-006412508295",762,"not active",
-6.5754557,"PV-006557771869",764,"not active",1442
-6.5751796,"PV-008519862232",765,"not active",
-6.5748954,"PV-001300987334",766,"not active",
-6.5746021,"PV-009455367518",767,"not active",
-6.5743313,"PV-005420903630",768,"not active",
-6.5742807,"PV-010087817587",769,"not active",
-6.5740972,"PV-001591633266",770,"not active",1531
-6.5735722,"PV-007858710514",771,"not active",
-6.5734696,"PV-009739418453",772,"not active",
-6.5728073,"PV-009146573573",775,"not active",
-6.5723991,"PV-008004687480",776,"not active",
-6.5722275,"PV-001704996488",778,"not active",
-6.5722213,"PV-009180522941",779,"not active",1401
-6.5713716,"PV-008585361564",780,"not active",
-6.5711398,"PV-006692995140",781,"not active",
-6.5710278,"PV-000491014994",782,"not active",274
-6.5706201,"PV-009659398487",783,"not active",
-6.5702653,"PV-007601307371",784,"not active",
-6.5700841,"PV-006277111772",785,"not active",
-6.5700593,"PV-009941318373",786,"not active",153
-6.5697293,"PV-006357938101",787,"not active",
-6.5692477,"PV-005467986794",788,"not active",
-6.5691385,"PV-004382078653",789,"not active",1058
-6.5686736,"PV-005625226500",790,"not active",
-6.5686426,"PV-009739341437",791,"not active",
-6.5684819,"PV-005729107398",792,"not active",
-6.568459,"PV-009094949438",793,"not active",39
-6.5678573,"PV-008715060535",794,"not active",
-6.5672712,"PV-006850097437",795,"not active",
-6.567183,"PV-009110177147",796,"not active",
-6.5670118,"PV-008890802754",797,"not active",
-6.5666094,"PV-002632472800",798,"not active",779
-6.5663867,"PV-007189075473",799,"not active",
-6.5661411,"PV-005606741978",800,"not active",
-6.5658307,"PV-009679844831",801,"not active",
-6.565536,"PV-004877496851",802,"not active",90
-6.5654116,"PV-008844158546",803,"not active",
-6.5653877,"PV-005142198319",804,"not active",
-6.5653086,"PV-000440659062",805,"not active",350
-6.5645943,"PV-007804843378",806,"not active",
-6.5640936,"PV-001706391280",807,"not active",
-6.5640635,"PV-009904303542",808,"not active",580
-6.5640302,"PV-004451119858",809,"not active",9
-6.5636406,"PV-008637690433",810,"not active",180
-6.5634108,"PV-009836386877",811,"not active",
-6.5632987,"PV-007922251579",812,"not active",
-6.5630622,"PV-000238694265",814,"not active",44
-6.5619082,"PV-006965022741",815,"not active",
-6.5616045,"PV-006399611922",816,"not active",
-6.5611954,"PV-000508286937",817,"not active",
-6.560688,"PV-004618826845",819,"not active",
-6.560637,"PV-004005597549",820,"not active",
-6.5605607,"PV-009651765307",821,"not active",
-6.5605583,"PV-006091911599",822,"not active",765
-6.5604019,"PV-008628890995",823,"not active",
-6.5598526,"PV-008007268632",825,"not active",
-6.5596275,"PV-005473284521",826,"not active",
-6.5594344,"PV-009414766195",827,"not active",
-6.5593462,"PV-003939769414",828,"not active",
-6.5592833,"PV-004521566904",829,"not active",
-6.5592065,"PV-000249489846",830,"not active",
-6.5588169,"PV-007952315735",831,"not active",
-6.5586815,"PV-007367332700",832,"not active",
-6.5581388,"PV-001578051504",833,"not active",
-6.5576401,"PV-009165498974",834,"not active",752
-6.5569978,"PV-009883040082",835,"not active",
-6.5568371,"PV-005505506883",836,"not active",
-6.5568094,"PV-009794125062",837,"not active",
-6.5553565,"PV-005901092233",838,"not active",
-6.5551581,"PV-006114622870",839,"not active",
-6.5550861,"PV-005476697197",840,"not active",
-6.5548439,"PV-009963075366",841,"not active",
-6.553793,"PV-006739751078",842,"not active",
-6.5536904,"PV-005986577836",843,"not active",
-6.553688,"PV-006039996027",844,"not active",
-6.553544,"PV-002118618576",845,"not active",
-6.5535274,"PV-004203177043",846,"not active",
-6.5534501,"PV-000509105877",847,"not active",
-6.5530939,"PV-009105081770",848,"not active",
-6.553009,"PV-004310377981",849,"not active",
-6.5525794,"PV-009665997847",850,"not active",
-6.552567,"PV-009757266346",851,"not active",
-6.5521331,"PV-007739551616",853,"not active",
-6.5520101,"PV-005882691979",854,"not active",
-6.5520067,"PV-006282445276",855,"not active",
-6.551827,"PV-006769684104",856,"not active",
-6.5515275,"PV-008404953563",857,"not active",
-6.5510817,"PV-006734347355",858,"not active",
-6.5503082,"PV-006903224018",859,"not active",
-6.5500865,"PV-007736403670",860,"not active",
-6.5499182,"PV-003809862961",862,"not active",139
-6.5495758,"PV-007520036861",863,"not active",1835
-6.5492163,"PV-009096680972",865,"not active",
-6.5489554,"PV-004840119208",866,"not active",761
-6.5488625,"PV-004941796716",867,"not active",
-6.5487556,"PV-006934176940",868,"not active",
-6.5486107,"PV-008564821051",869,"not active",1914
-6.5477796,"PV-007323487420",870,"not active",
-6.5476294,"PV-004998984070",871,"not active",
-6.5474386,"PV-005645678721",872,"not active",1683
-6.547276,"PV-010052055989",873,"not active",
-6.5467405,"PV-006007644221",875,"not active",
-6.5465822,"PV-008576454609",876,"not active",
-6.5465417,"PV-009580959794",877,"not active",
-6.5460849,"PV-005317558177",878,"not active",
-6.5460706,"PV-007388791823",879,"not active",
-6.545958,"PV-007145140193",880,"not active",227
-6.5459251,"PV-004893554840",881,"not active",
-6.5449481,"PV-004438170485",883,"not active",
-6.5448022,"PV-009444006754",884,"not active",1386
-6.5442472,"PV-005721323014",886,"not active",
-6.5440817,"PV-008122486615",887,"not active",
-6.5438747,"PV-009228634138",888,"not active",
-6.5436101,"PV-003642579948",889,"not active",
-6.5435572,"PV-008180342438",890,"not active",
-6.5434861,"PV-009268616471",891,"not active",
-6.5428319,"PV-006394483867",892,"not active",
-6.542716,"PV-007653570421",893,"not active",
-6.5425615,"PV-002918593601",895,"not active",
-6.5424228,"PV-003138192126",896,"not active",
-6.5422168,"PV-009292679024",897,"not active",
-6.5421267,"PV-004933884717",898,"not active",228
-6.5419374,"PV-010078659403",899,"not active",
-6.5419164,"PV-005779984020",900,"not active",
-6.5408788,"PV-007455937191",903,"not active",
-6.5407276,"PV-006314085430",904,"not active",
-6.5405488,"PV-008888379257",905,"not active",
-6.5404181,"PV-009684357935",906,"not active",
-6.5403714,"PV-009674175478",907,"not active",
-6.5402579,"PV-009776940816",908,"not active",
-6.5398002,"PV-006361155186",910,"not active",
-6.5388951,"PV-009823606386",911,"not active",
-6.5386329,"PV-006819412945",912,"not active",
-6.5375543,"PV-008913764043",913,"not active",
-6.5373034,"PV-006565236211",914,"not active",
-6.5369096,"PV-006647472174",915,"not active",
-6.5368147,"PV-003130329362",917,"not active",
-6.5366774,"PV-007335938341",918,"not active",
-6.5365071,"PV-009279155196",919,"not active",
-6.5363536,"PV-007796108871",920,"not active",1278
-6.5363173,"PV-009367224232",921,"not active",
-6.5362473,"PV-002901701162",922,"not active",
-6.5359259,"PV-006055643506",923,"not active",
-6.5358825,"PV-008111956817",924,"not active",
-6.5356164,"PV-009291064614",925,"not active",
-6.5353889,"PV-007352067180",927,"not active",
-6.5350099,"PV-004488986670",928,"not active",
-6.5348592,"PV-006892036539",929,"not active",
-6.5348029,"PV-005681562050",930,"not active",
-6.5347505,"PV-002914952318",931,"not active",566
-6.533752,"PV-004528928938",933,"not active",
-6.533567,"PV-007482275654",934,"not active",
-6.5332704,"PV-004946747919",935,"not active",
-6.5329981,"PV-008154103906",936,"not active",
-6.5329905,"PV-009779145172",937,"not active",
-6.5327358,"PV-007392784969",938,"not active",
-6.5326748,"PV-008034413937",939,"not active",
-6.5326118,"PV-009407102393",940,"not active",
-6.5324202,"PV-004858220467",941,"not active",
-6.5320921,"PV-001642955979",942,"not active",
-6.5314097,"PV-009234053588",943,"not active",
-6.53127,"PV-000491998036",944,"not active",
-6.5311217,"PV-008114346934",945,"not active",1440
-6.5308199,"PV-005156278454",946,"not active",
-6.5307193,"PV-009677768737",947,"not active",
-6.530643,"PV-009387692667",948,"not active",
-6.5305648,"PV-005963667595",949,"not active",
-6.5305638,"PV-008398467352",950,"not active",1631
-6.5303683,"PV-009320284664",951,"not active",
-6.5303078,"PV-009130123526",952,"not active",
-6.5302691,"PV-006733349281",953,"not active",
-6.530057,"PV-003395903230",954,"not active",
-6.5299873,"PV-008714448811",955,"not active",
-6.52951,"PV-004168338626",957,"not active",926
-6.5293798,"PV-007381135361",958,"not active",
-6.5290265,"PV-003943194467",959,"not active",
-6.5289898,"PV-004619324042",960,"not active",
-6.5289254,"PV-008327302876",961,"not active",375
-6.5282035,"PV-006760987724",962,"not active",
-6.5278311,"PV-006508576115",963,"not active",
-6.5276861,"PV-008957815183",965,"not active",
-6.527339,"PV-007712411857",966,"not active",
-6.5272503,"PV-006575587517",967,"not active",
-6.5272222,"PV-009922352882",968,"not active",
-6.5269179,"PV-008304278029",969,"not active",
-6.5266447,"PV-008926868307",970,"not active",
-6.526526,"PV-007005480214",971,"not active",
-6.5263176,"PV-002946226192",972,"not active",
-6.526258,"PV-007658626196",973,"not active",
-6.5261955,"PV-005054574773",974,"not active",591
-6.5261526,"PV-008246783947",975,"not active",1811
-6.5261188,"PV-005943161848",976,"not active",
-6.5260992,"PV-004433505503",977,"not active",
-6.5260091,"PV-005398794753",978,"not active",
-6.5259523,"PV-004253920228",979,"not active",
-6.5255408,"PV-003383185045",980,"not active",
-6.5255203,"PV-005035282432",981,"not active",
-6.52531,"PV-005630828485",982,"not active",412
-6.5252156,"PV-001415855708",983,"not active",
-6.5250325,"PV-009469759376",984,"not active",
-6.5246615,"PV-009075313631",985,"not active",848
-6.5246558,"PV-008323616202",986,"not active",
-6.5246496,"PV-009883033299",987,"not active",
-6.5245719,"PV-004432661489",988,"not active",
-6.5241098,"PV-009036833218",989,"not active",
-6.5239482,"PV-008693613623",990,"not active",
-6.5239358,"PV-004156939353",991,"not active",
-6.5238781,"PV-006856540153",992,"not active",
-6.5235896,"PV-009660427377",993,"not active",
-6.5233197,"PV-005757720417",994,"not active",
-6.5231609,"PV-008295779044",995,"not active",
-6.5229139,"PV-009414029738",996,"not active",
-6.5226874,"PV-007373722082",997,"not active",
-6.5224075,"PV-008517360915",998,"not active",
-6.5220494,"PV-009683534584",999,"not active",
-6.5218778,"PV-005258585265",1000,"not active",1562
-6.5218177,"PV-000507802634",1001,"not active",642
-6.5215526,"PV-005206758829",1002,"not active",584
-6.5215411,"PV-010086255391",1003,"not active",
-6.5213118,"PV-009163887617",1004,"not active",
-6.5211916,"PV-000587031767",1005,"not active",
-6.5208769,"PV-004468388782",1006,"not active",
-6.5202994,"PV-007780989066",1007,"not active",
-6.5199637,"PV-008802498866",1009,"not active",
-6.5197935,"PV-005586925902",1011,"not active",
-6.519268,"PV-008422074314",1012,"not active",
-6.5192294,"PV-008464186864",1013,"not active",100
-6.5188284,"PV-005676451561",1015,"not active",
